observation_id,place_id,iso3,place_name,indicator_id,indicator_code,indicator_name,raw_value,unit_label,reference_year,within_place_rank,comparison_basis,source_id,source_snapshot_id,source_vintage,extraction_timestamp,license_id,data_license_uri,uncertainty_class,caveat
painmap-human-mortality-context-v1:DZA:unsafe-wash-mortality:2019,DZA,DZA,Algeria,unsafe-wash-mortality,SH.STA.WASH.P5,"Mortality attributed to unsafe water, sanitation and hygiene",4.1,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:DZA:suicide-mortality:2019,DZA,DZA,Algeria,suicide-mortality,SH.STA.SUIC.P5,Suicide mortality,2.05,"deaths per 100,000 population",2019,4,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AND:road-traffic-mortality:2013,AND,AND,Andorra,road-traffic-mortality,SH.STA.TRAF.P5,Road traffic mortality,7.6,"deaths per 100,000 population",2013,1,latest_available_mixed_years,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2013,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AGO:air-pollution-mortality:2019,AGO,AGO,Angola,air-pollution-mortality,SH.STA.AIRP.P5,Mortality attributed to household and ambient air pollution,142.8,"deaths per 100,000 population",2019,1,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AGO:unsafe-wash-mortality:2019,AGO,AGO,Angola,unsafe-wash-mortality,SH.STA.WASH.P5,"Mortality attributed to unsafe water, sanitation and hygiene",48.9,"deaths per 100,000 population",2019,2,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AGO:road-traffic-mortality:2019,AGO,AGO,Angola,road-traffic-mortality,SH.STA.TRAF.P5,Road traffic mortality,26.1,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AGO:suicide-mortality:2019,AGO,AGO,Angola,suicide-mortality,SH.STA.SUIC.P5,Suicide mortality,7.52,"deaths per 100,000 population",2019,4,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ATG:air-pollution-mortality:2019,ATG,ATG,Antigua and Barbuda,air-pollution-mortality,SH.STA.AIRP.P5,Mortality attributed to household and ambient air pollution,19.3,"deaths per 100,000 population",2019,1,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ATG:unsafe-wash-mortality:2019,ATG,ATG,Antigua and Barbuda,unsafe-wash-mortality,SH.STA.WASH.P5,"Mortality attributed to unsafe water, sanitation and hygiene",2.5,"deaths per 100,000 population",2019,2,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ATG:road-traffic-mortality:2019,ATG,ATG,Antigua and Barbuda,road-traffic-mortality,SH.STA.TRAF.P5,Road traffic mortality,0,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ATG:suicide-mortality:2019,ATG,ATG,Antigua and Barbuda,suicide-mortality,SH.STA.SUIC.P5,Suicide mortality,0,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ARG:air-pollution-mortality:2019,ARG,ARG,Argentina,air-pollution-mortality,SH.STA.AIRP.P5,Mortality attributed to household and ambient air pollution,29.7,"deaths per 100,000 population",2019,1,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ARG:road-traffic-mortality:2019,ARG,ARG,Argentina,road-traffic-mortality,SH.STA.TRAF.P5,Road traffic mortality,14.1,"deaths per 100,000 population",2019,2,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ARG:unsafe-wash-mortality:2019,ARG,ARG,Argentina,unsafe-wash-mortality,SH.STA.WASH.P5,"Mortality attributed to unsafe water, sanitation and hygiene",11.4,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ARG:suicide-mortality:2019,ARG,ARG,Argentina,suicide-mortality,SH.STA.SUIC.P5,Suicide mortality,9.28,"deaths per 100,000 population",2019,4,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ARM:air-pollution-mortality:2019,ARM,ARM,Armenia,air-pollution-mortality,SH.STA.AIRP.P5,Mortality attributed to household and ambient air pollution,74.5,"deaths per 100,000 population",2019,1,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ARM:road-traffic-mortality:2019,ARM,ARM,Armenia,road-traffic-mortality,SH.STA.TRAF.P5,Road traffic mortality,20,"deaths per 100,000 population",2019,2,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ARM:unsafe-wash-mortality:2019,ARM,ARM,Armenia,unsafe-wash-mortality,SH.STA.WASH.P5,"Mortality attributed to unsafe water, sanitation and hygiene",5.8,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:ARM:suicide-mortality:2019,ARM,ARM,Armenia,suicide-mortality,SH.STA.SUIC.P5,Suicide mortality,2.7,"deaths per 100,000 population",2019,4,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AUS:suicide-mortality:2019,AUS,AUS,Australia,suicide-mortality,SH.STA.SUIC.P5,Suicide mortality,13.98,"deaths per 100,000 population",2019,1,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AUS:air-pollution-mortality:2019,AUS,AUS,Australia,air-pollution-mortality,SH.STA.AIRP.P5,Mortality attributed to household and ambient air pollution,9.8,"deaths per 100,000 population",2019,2,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AUS:road-traffic-mortality:2019,AUS,AUS,Australia,road-traffic-mortality,SH.STA.TRAF.P5,Road traffic mortality,4.9,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AUS:unsafe-wash-mortality:2019,AUS,AUS,Australia,unsafe-wash-mortality,SH.STA.WASH.P5,"Mortality attributed to unsafe water, sanitation and hygiene",1.9,"deaths per 100,000 population",2019,4,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AUT:air-pollution-mortality:2019,AUT,AUT,Austria,air-pollution-mortality,SH.STA.AIRP.P5,Mortality attributed to household and ambient air pollution,17.5,"deaths per 100,000 population",2019,1,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AUT:suicide-mortality:2019,AUT,AUT,Austria,suicide-mortality,SH.STA.SUIC.P5,Suicide mortality,14.58,"deaths per 100,000 population",2019,2,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AUT:road-traffic-mortality:2019,AUT,AUT,Austria,road-traffic-mortality,SH.STA.TRAF.P5,Road traffic mortality,4.9,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AUT:unsafe-wash-mortality:2019,AUT,AUT,Austria,unsafe-wash-mortality,SH.STA.WASH.P5,"Mortality attributed to unsafe water, sanitation and hygiene",2,"deaths per 100,000 population",2019,4,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AZE:air-pollution-mortality:2019,AZE,AZE,Azerbaijan,air-pollution-mortality,SH.STA.AIRP.P5,Mortality attributed to household and ambient air pollution,125.2,"deaths per 100,000 population",2019,1,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AZE:road-traffic-mortality:2019,AZE,AZE,Azerbaijan,road-traffic-mortality,SH.STA.TRAF.P5,Road traffic mortality,6.7,"deaths per 100,000 population",2019,2,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AZE:unsafe-wash-mortality:2019,AZE,AZE,Azerbaijan,unsafe-wash-mortality,SH.STA.WASH.P5,"Mortality attributed to unsafe water, sanitation and hygiene",3.6,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:AZE:suicide-mortality:2019,AZE,AZE,Azerbaijan,suicide-mortality,SH.STA.SUIC.P5,Suicide mortality,1.83,"deaths per 100,000 population",2019,4,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:BHR:air-pollution-mortality:2019,BHR,BHR,Bahrain,air-pollution-mortality,SH.STA.AIRP.P5,Mortality attributed to household and ambient air pollution,68.1,"deaths per 100,000 population",2019,1,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:BHR:suicide-mortality:2019,BHR,BHR,Bahrain,suicide-mortality,SH.STA.SUIC.P5,Suicide mortality,5.37,"deaths per 100,000 population",2019,2,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:BHR:road-traffic-mortality:2019,BHR,BHR,Bahrain,road-traffic-mortality,SH.STA.TRAF.P5,Road traffic mortality,5.2,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:BHR:unsafe-wash-mortality:2019,BHR,BHR,Bahrain,unsafe-wash-mortality,SH.STA.WASH.P5,"Mortality attributed to unsafe water, sanitation and hygiene",0.8,"deaths per 100,000 population",2019,4,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:BGD:air-pollution-mortality:2019,BGD,BGD,Bangladesh,air-pollution-mortality,SH.STA.AIRP.P5,Mortality attributed to household and ambient air pollution,143.9,"deaths per 100,000 population",2019,1,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:BGD:unsafe-wash-mortality:2019,BGD,BGD,Bangladesh,unsafe-wash-mortality,SH.STA.WASH.P5,"Mortality attributed to unsafe water, sanitation and hygiene",18.2,"deaths per 100,000 population",2019,2,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
painmap-human-mortality-context-v1:BGD:road-traffic-mortality:2019,BGD,BGD,Bangladesh,road-traffic-mortality,SH.STA.TRAF.P5,Road traffic mortality,15.3,"deaths per 100,000 population",2019,3,latest_common_year,world-bank-who-mortality-context,snapshot.world-bank-who-mortality-context.2026-07-14,World Health Organization estimate via World Bank Indicators API; observation year 2019,2026-07-14T12:47:02Z,cc-by-4.0,https://creativecommons.org/licenses/by/4.0/,low,"Mortality is a severe-outcome context proxy. It does not measure pain intensity, duration, prevalence, disability, non-fatal suffering, or total welfare burden."
