candidate_id,seed_url,resolved_url,http_status,content_type,byte_size,sha256,is_official_fao_domain,resource_type,contains_qcl,contains_rp,contains_download,contains_api,contains_bulk,contains_fenix,candidate_endpoint_or_reference,candidate_endpoint_type,candidate_supports_qcl,candidate_supports_rp,candidate_supports_metadata_only,candidate_supports_data_download,recommended_status,recommended_next_action,error
ref-016,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://fao.org/contact-us/terms/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://fao.org/contact-us/terms/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-017,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://fra-data.fao.org/assessments/fra/2020/,reference_only,,0,,true,html,false,false,false,false,false,false,https://fra-data.fao.org/assessments/fra/2020/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-018,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-019,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/Frontend-Assembly/SitefinityWebApp/Mvc/Scripts/FaoLanguageSelector/language-selector.js?package=FAO&amp;v=Mjc1MTEwNjkz,reference_only,,0,,true,javascript,false,false,false,false,false,false,https://www.fao.org/Frontend-Assembly/SitefinityWebApp/Mvc/Scripts/FaoLanguageSelector/language-selector.js?package=FAO&amp;v=Mjc1MTEwNjkz,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-020,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/Bootstrap5/assets/dist/css/main.min.css?v=5.3.3&amp;package=FAO,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/Bootstrap5/assets/dist/css/main.min.css?v=5.3.3&amp;package=FAO,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-021,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/Bootstrap5/assets/dist/js/bootstrap.min.js?v=5.3.3,reference_only,,0,,true,javascript,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/Bootstrap5/assets/dist/js/bootstrap.min.js?v=5.3.3,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-022,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/Bootstrap5/assets/dist/js/popper.min.js?v=2.11.8,reference_only,,0,,true,javascript,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/Bootstrap5/assets/dist/js/popper.min.js?v=2.11.8,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-023,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/FAO/assets/dist/css/fao-theme.min.css?v=3.6.8&amp;package=FAO,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/FAO/assets/dist/css/fao-theme.min.css?v=3.6.8&amp;package=FAO,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-024,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/FAO-logo.JPG,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/FAO-logo.JPG,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-025,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/social-icons/social-icon-facebook.svg,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/social-icons/social-icon-facebook.svg,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-026,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/social-icons/social-icon-linkedin.svg,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/social-icons/social-icon-linkedin.svg,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-027,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/social-icons/social-icon-pinterest.svg,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/social-icons/social-icon-pinterest.svg,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-028,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/social-icons/social-icon-twitter-x.svg,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/social-icons/social-icon-twitter-x.svg,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-029,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/social-icons/social-icon-weibo.svg,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/FAO/assets/dist/img/social-icons/social-icon-weibo.svg,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-030,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/FAO/assets/dist/js/responsive-patch.js,reference_only,,0,,true,javascript,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/FAO/assets/dist/js/responsive-patch.js,javascript_reference,false,false,true,false,official_metadata_endpoint_candidate,Candidate official FAO metadata/API/app reference; report to ChatGPT before fetching further.,
ref-031,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ResourcePackages/FAO/assets/dist/js/utility.min.js?v=1.4,reference_only,,0,,true,javascript,false,false,false,false,false,false,https://www.fao.org/ResourcePackages/FAO/assets/dist/js/utility.min.js?v=1.4,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-032,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ScriptResource.axd?d=6DQe8ARl7A9TiuWej5ttCsl0UxczkFZDbeL5SW9kKwZezKThjMd6CKk80af9FalSKa-iav7TTDncR2lY8pDjm3GfAJE4PtQDLQKTHvlXubFpiBl5L2i8chWLcfOXJghIDWVmV7HDcMgBha1sHF1HkvsG2gh96v6WMgcTICorlXSyCWKJN2ZyaRZDDb4Aqzqr0&amp;t=70cd71e,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/ScriptResource.axd?d=6DQe8ARl7A9TiuWej5ttCsl0UxczkFZDbeL5SW9kKwZezKThjMd6CKk80af9FalSKa-iav7TTDncR2lY8pDjm3GfAJE4PtQDLQKTHvlXubFpiBl5L2i8chWLcfOXJghIDWVmV7HDcMgBha1sHF1HkvsG2gh96v6WMgcTICorlXSyCWKJN2ZyaRZDDb4Aqzqr0&amp;t=70cd71e,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-033,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/ScriptResource.axd?d=74FHISOx3fOPKwLxL0RMYh70ezZ-ORxFxHKxtz0UOPg9EUQxTPN8-UKE4lkI6c_x7Y5_KWlWwAWxLFKVT-LYvCs8ogtaZX_8Ldu_Ha6fqNvKUYz-iwsAD98noLncrVt8xXRvxvQvI8C6OeG6ayptPlJ8Jhe1U-cIG8z7urOA6SjD5WDdFtJKQYNppo3NHS220&amp;t=70cd71e,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/ScriptResource.axd?d=74FHISOx3fOPKwLxL0RMYh70ezZ-ORxFxHKxtz0UOPg9EUQxTPN8-UKE4lkI6c_x7Y5_KWlWwAWxLFKVT-LYvCs8ogtaZX_8Ldu_Ha6fqNvKUYz-iwsAD98noLncrVt8xXRvxvQvI8C6OeG6ayptPlJ8Jhe1U-cIG8z7urOA6SjD5WDdFtJKQYNppo3NHS220&amp;t=70cd71e,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-034,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/WebResource.axd?d=NjxTqR2bqTw1rewxxlkHPoBB5CDatGYzZ3CWgf1FPNEBuDUZPbAL6EI4dDKbkSdIDdnRDsMyEI1n0bYSuQyPjOMXCNtK20UMe0VarzrEJK3kSl-dB6u-nSg0V62BML_GKgsoVZeWfO-Bb3BI27iNMkTOw9HcDWBzxMNlHZ9B2lK0g7tyFX7r8CxiFBcic142WC75xOF1g27QH0LQ_zZEqJqimpg1T2wEwSEcGdIePyI1&amp;t=639153515680000000,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/WebResource.axd?d=NjxTqR2bqTw1rewxxlkHPoBB5CDatGYzZ3CWgf1FPNEBuDUZPbAL6EI4dDKbkSdIDdnRDsMyEI1n0bYSuQyPjOMXCNtK20UMe0VarzrEJK3kSl-dB6u-nSg0V62BML_GKgsoVZeWfO-Bb3BI27iNMkTOw9HcDWBzxMNlHZ9B2lK0g7tyFX7r8CxiFBcic142WC75xOF1g27QH0LQ_zZEqJqimpg1T2wEwSEcGdIePyI1&amp;t=639153515680000000,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-035,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/about/org-chart/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/about/org-chart/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-036,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/about/who-we-are/worldwide-offices/en,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/about/who-we-are/worldwide-offices/en,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-037,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/africa/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/africa/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-038,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/aid-monitor/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/aid-monitor/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-039,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/americas/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/americas/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-040,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/asiapacific/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/asiapacific/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-041,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/audit-and-investigations/reporting-misconduct/en,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/audit-and-investigations/reporting-misconduct/en,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-042,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/ar,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/ar,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-043,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/en,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/en,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-044,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/es,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/es,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-045,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/fr,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/fr,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-046,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/ru,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/ru,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-047,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/ar,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/ar,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-048,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-049,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-050,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/#,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/#,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-051,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/#collapseSearchBox,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/#collapseSearchBox,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-052,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/, initializeEventListeners);</script><input data-sf-role=",reference_only,,0,,true,other,false,false,false,false,false,false,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/, initializeEventListeners);</script><input data-sf-role=",reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-053,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/></em></a> <a data-bs-toggle=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/></em></a> <a data-bs-toggle=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-054,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/><a data-sf-ec-immutable=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/><a data-sf-ec-immutable=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-055,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/><input data-sf-role=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/><input data-sf-role=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-056,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/><p>As stated in Article 1 of its Constitution, the Food and Agriculture Organization of the United Nations (“FAO”) “shall collect, analyse, interpret, and disseminate information related to nutrition, food, and agriculture”. In this regard, FAO creates and maintains corporate statistical databases on topics related to its mandate and encourages their use for statistical, scientific, research and evidence-based decision-making purposes. Accordingly, all FAO corporate statistical databases provide datasets free of charge, in machine-readable format on FAO’s corporate website. They are subject to the Statistical Database terms of use of this agreement (“Database terms”) and the <strong><a href=",reference_only,,0,,true,other,false,true,false,false,false,false,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/><p>As stated in Article 1 of its Constitution, the Food and Agriculture Organization of the United Nations (“FAO”) “shall collect, analyse, interpret, and disseminate information related to nutrition, food, and agriculture”. In this regard, FAO creates and maintains corporate statistical databases on topics related to its mandate and encourages their use for statistical, scientific, research and evidence-based decision-making purposes. Accordingly, all FAO corporate statistical databases provide datasets free of charge, in machine-readable format on FAO’s corporate website. They are subject to the Statistical Database terms of use of this agreement (“Database terms”) and the <strong><a href=",reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-057,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/><strong>Terms and Conditions regarding the Reuse of Web content</strong></a> are incorporated verbatim herein. When you access, download, extract, adapt, or otherwise use any dataset published through an FAO corporate statistical database, you consent to be bound by the Terms and Conditions regarding the Reuse of Web content in addition to these Database terms.</p><p>Both the Terms and Conditions regarding the Reuse of Web content and these Database terms may be amended from time to time. It is your responsibility to check for updates and amended versions as your continued use of any dataset or database guarantees your consent to any amendments.</p><h3>ANNEX 1: EXAMPLES OF FAO CORPORATE STATISTICAL DATABASES </h3><ul><li><a data-sf-ec-immutable=",reference_only,,0,,true,other,false,true,true,false,false,false,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/><strong>Terms and Conditions regarding the Reuse of Web content</strong></a> are incorporated verbatim herein. When you access, download, extract, adapt, or otherwise use any dataset published through an FAO corporate statistical database, you consent to be bound by the Terms and Conditions regarding the Reuse of Web content in addition to these Database terms.</p><p>Both the Terms and Conditions regarding the Reuse of Web content and these Database terms may be amended from time to time. It is your responsibility to check for updates and amended versions as your continued use of any dataset or database guarantees your consent to any amendments.</p><h3>ANNEX 1: EXAMPLES OF FAO CORPORATE STATISTICAL DATABASES </h3><ul><li><a data-sf-ec-immutable=",download_candidate_unfetched,false,true,false,true,official_download_endpoint_candidate_unfetched,Do not fetch yet; report to ChatGPT for approval as a source-snapshot candidate.,
ref-058,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>AIDmonitor</a><strong>&nbsp;</strong>–&nbsp;Overseas development assistance (ODA) and climate-related development finance databases</li><li><a data-sf-ec-immutable=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>AIDmonitor</a><strong>&nbsp;</strong>–&nbsp;Overseas development assistance (ODA) and climate-related development finance databases</li><li><a data-sf-ec-immutable=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
