candidate_row_id,release_candidate_id,release_id,place_id,iso3,country_name,layer_id,issue_id,metric_id,indicator_id,indicator_name,row_role,evidence_kind,value_type,raw_value,normalized_value,display_value,unit_label,ranking_mode,rank_value,reference_period,reference_period_semantics,source_vintage,method_id,method_version,transform_version,source_ids,source_snapshot_ids,license_id,attribution,uncertainty_class,caveat,comparability_group_id,evidence_compatibility_rule,coverage_status,coverage_reason,missing_inputs,promotion_decision,allowed_use_scope,source_file_checksum,source_file_checksum_algorithm,source_file_byte_size,retrieval_timestamp
wdi-context-pol-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,POL,POL,Poland,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,36435861,,"36,435,861 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-pri-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,PRI,PRI,Puerto Rico,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,3184835,,"3,184,835 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-prk-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,PRK,PRK,"Korea, Democratic People's Republic of",country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,26571036,,"26,571,036 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-prt-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,PRT,PRT,Portugal,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,10804871,,"10,804,871 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-pry-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,PRY,PRY,Paraguay,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,7013078,,"7,013,078 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-pse-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,PSE,PSE,"Palestine, State of",country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,5413596,,"5,413,596 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-pyf-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,PYF,PYF,French Polynesia,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,282465,,"282,465 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-qat-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,QAT,QAT,Qatar,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,2972215,,"2,972,215 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-rou-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,ROU,ROU,Romania,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,19020271,,"19,020,271 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-rus-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,RUS,RUS,Russian Federation,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,143513328,,"143,513,328 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-rwa-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,RWA,RWA,Rwanda,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,14569341,,"14,569,341 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-sau-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,SAU,SAU,Saudi Arabia,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,36973555,,"36,973,555 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-sdn-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,SDN,SDN,Sudan,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,51662147,,"51,662,147 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-sen-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,SEN,SEN,Senegal,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,18931966,,"18,931,966 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-sgp-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,SGP,SGP,Singapore,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,6111175,,"6,111,175 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-slb-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,SLB,SLB,Solomon Islands,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,838645,,"838,645 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-sle-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,SLE,SLE,Sierra Leone,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,8819794,,"8,819,794 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-slv-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,SLV,SLV,El Salvador,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,6365503,,"6,365,503 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
wdi-context-smr-sp-pop-totl,release-candidate-2026-07-07.country-context.v0,release-candidate-2026-07-07.country-context.v0,SMR,SMR,San Marino,country-context-population,issue.human-context,population_total,SP.POP.TOTL,"Population, total",country_context_denominator,direct_context,count,34109,,"34,109 people",people,none,,2025,latest_non_null_wdi_year,2025,method.wdi-country-context-latest-non-null,method.wdi-country-context-latest-non-null.v0,transform.wdi-country-context-latest-non-null.v0,"[""world-bank-wdi-api""]","[""snapshot.release-candidate-2026-07-07.country-context.v0.world-bank-wdi-api.1""]",cc-by-4.0-world-bank-wdi,The World Bank: World Development Indicators: data source as indicated in indicator metadata; include data-provider attribution; do not imply World Bank endorsement.,context_only,Context denominator from World Bank WDI; not a pain/suffering measurement and not sufficient for country profile promotion.,context-denominator-population,"comparable only as WDI country context denominator, not as pain/suffering estimate",partial_context_only,WDI context denominator parsed from latest non-null value; not a canonical pain/suffering profile,"[""owid-land-animals-slaughtered"",""owid-farmed-fish-killed"",""owid-wild-caught-fish"",""owid-farmed-crustaceans"",""owid-insecticide-use-fao"",""fishcount-farmed-fish"",""fishcount-farmed-decapods""]",not_promoted_context_only,Context-only parsing for country denominators and land-context layers; not pain/suffering measurements; no country promotion without later normalization and promotion gates.,f958560b78db644282c7147853e0d1a7eff6e324625db44dbd719c0571fceaf4,sha256,3512287,2026-07-07T10:23:47Z
