release_id,iso3,display_name,place_id_candidate,source_group,required_for_canonical,input_status,source_ids,source_vintage,reference_period,license_id,notes
release-candidate-2026-07-07.country-context.v0,AGO,Angola,country:AGO,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,AGO,Angola,country:AGO,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,AGO,Angola,country:AGO,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,AGO,Angola,country:AGO,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,AGO,Angola,country:AGO,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,AGO,Angola,country:AGO,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,AGO,Angola,country:AGO,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,AGO,Angola,country:AGO,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,AGO,Angola,country:AGO,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,AIA,Anguilla,country:AIA,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,AIA,Anguilla,country:AIA,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,AIA,Anguilla,country:AIA,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,AIA,Anguilla,country:AIA,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,AIA,Anguilla,country:AIA,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,AIA,Anguilla,country:AIA,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,AIA,Anguilla,country:AIA,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,AIA,Anguilla,country:AIA,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,AIA,Anguilla,country:AIA,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,AIA,Anguilla,country:AIA,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ALA,Åland Islands,country:ALA,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,ALA,Åland Islands,country:ALA,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,ALA,Åland Islands,country:ALA,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,ALA,Åland Islands,country:ALA,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,ALA,Åland Islands,country:ALA,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,ALA,Åland Islands,country:ALA,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,ALA,Åland Islands,country:ALA,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,ALA,Åland Islands,country:ALA,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ALA,Åland Islands,country:ALA,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ALA,Åland Islands,country:ALA,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ALB,Albania,country:ALB,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,ALB,Albania,country:ALB,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,ALB,Albania,country:ALB,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,ALB,Albania,country:ALB,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,ALB,Albania,country:ALB,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,ALB,Albania,country:ALB,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,ALB,Albania,country:ALB,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,ALB,Albania,country:ALB,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ALB,Albania,country:ALB,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ALB,Albania,country:ALB,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,AND,Andorra,country:AND,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,AND,Andorra,country:AND,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,AND,Andorra,country:AND,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,AND,Andorra,country:AND,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,AND,Andorra,country:AND,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,AND,Andorra,country:AND,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,AND,Andorra,country:AND,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,AND,Andorra,country:AND,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,AND,Andorra,country:AND,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,AND,Andorra,country:AND,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ARE,United Arab Emirates,country:ARE,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,ARE,United Arab Emirates,country:ARE,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,ARE,United Arab Emirates,country:ARE,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,ARE,United Arab Emirates,country:ARE,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,ARE,United Arab Emirates,country:ARE,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,ARE,United Arab Emirates,country:ARE,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,ARE,United Arab Emirates,country:ARE,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,ARE,United Arab Emirates,country:ARE,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ARE,United Arab Emirates,country:ARE,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ARE,United Arab Emirates,country:ARE,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ARG,Argentina,country:ARG,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,ARG,Argentina,country:ARG,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,ARG,Argentina,country:ARG,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,ARG,Argentina,country:ARG,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,ARG,Argentina,country:ARG,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,ARG,Argentina,country:ARG,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,ARG,Argentina,country:ARG,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,ARG,Argentina,country:ARG,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ARG,Argentina,country:ARG,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ARG,Argentina,country:ARG,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ARM,Armenia,country:ARM,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,ARM,Armenia,country:ARM,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,ARM,Armenia,country:ARM,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,ARM,Armenia,country:ARM,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,ARM,Armenia,country:ARM,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,ARM,Armenia,country:ARM,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,ARM,Armenia,country:ARM,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,ARM,Armenia,country:ARM,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ARM,Armenia,country:ARM,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ARM,Armenia,country:ARM,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ASM,American Samoa,country:ASM,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,ASM,American Samoa,country:ASM,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,ASM,American Samoa,country:ASM,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,ASM,American Samoa,country:ASM,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,ASM,American Samoa,country:ASM,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,ASM,American Samoa,country:ASM,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,ASM,American Samoa,country:ASM,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,ASM,American Samoa,country:ASM,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ASM,American Samoa,country:ASM,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ASM,American Samoa,country:ASM,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ATA,Antarctica,country:ATA,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,ATA,Antarctica,country:ATA,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,ATA,Antarctica,country:ATA,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,ATA,Antarctica,country:ATA,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,ATA,Antarctica,country:ATA,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,ATA,Antarctica,country:ATA,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,ATA,Antarctica,country:ATA,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,ATA,Antarctica,country:ATA,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ATA,Antarctica,country:ATA,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ATA,Antarctica,country:ATA,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ATF,French Southern Territories,country:ATF,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,ATF,French Southern Territories,country:ATF,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,ATF,French Southern Territories,country:ATF,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,ATF,French Southern Territories,country:ATF,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,ATF,French Southern Territories,country:ATF,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
release-candidate-2026-07-07.country-context.v0,ATF,French Southern Territories,country:ATF,owid_farmed_crustaceans,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-crustaceans,,,,farmed crustacean proxy
release-candidate-2026-07-07.country-context.v0,ATF,French Southern Territories,country:ATF,owid_insecticide_use_fao,False,candidate_pending_fetch_snapshot_license_and_QA,owid-insecticide-use-fao,,,,insecticide use proxy from FAOSTAT via OWID
release-candidate-2026-07-07.country-context.v0,ATF,French Southern Territories,country:ATF,fishcount_farmed_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ATF,French Southern Territories,country:ATF,fishcount_wild_fish_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-wild-fish,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ATF,French Southern Territories,country:ATF,fishcount_crustaceans_terms_review,False,candidate_pending_fetch_snapshot_license_and_QA,fishcount-farmed-decapods,,,,block until redistribution terms verified
release-candidate-2026-07-07.country-context.v0,ATG,Antigua and Barbuda,country:ATG,identity_boundary,True,candidate_pending_fetch_snapshot_license_and_QA,natural-earth-admin0;geoboundaries-adm1,,,,boundaries/context only
release-candidate-2026-07-07.country-context.v0,ATG,Antigua and Barbuda,country:ATG,wdi_population_land_agriculture,True,candidate_pending_fetch_snapshot_license_and_QA,world-bank-wdi-api,,,,"population, land area, agricultural land denominators"
release-candidate-2026-07-07.country-context.v0,ATG,Antigua and Barbuda,country:ATG,owid_land_animals_slaughtered,True,candidate_pending_fetch_snapshot_license_and_QA,owid-land-animals-slaughtered,,,,land animal slaughter proxy
release-candidate-2026-07-07.country-context.v0,ATG,Antigua and Barbuda,country:ATG,owid_farmed_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-farmed-fish-killed,,,,farmed fish proxy
release-candidate-2026-07-07.country-context.v0,ATG,Antigua and Barbuda,country:ATG,owid_wild_caught_fish,False,candidate_pending_fetch_snapshot_license_and_QA,owid-wild-caught-fish,,,,wild caught fish proxy
