dataset_code,dataset_name,provider_name,element_code,element_label,area_code,area_label,item_code,item_label,inferred_series_code,inferred_series_url,area_scope_status,first_fetch_scope,query_plan_status,allowed_use_scope,design_note
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,1,Armenia,1108,"Meat of asses, fresh or chilled",1.1108.5320,https://api.db.nomics.world/v22/series/FAO/QCL/1.1108.5320,all_qcl_area_codes_from_metadata,candidate_validation_scope,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,1,Armenia,1111,"Meat of mules, fresh or chilled",1.1111.5320,https://api.db.nomics.world/v22/series/FAO/QCL/1.1111.5320,all_qcl_area_codes_from_metadata,candidate_validation_scope,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,1,Armenia,1127,"Meat of camels, fresh or chilled",1.1127.5320,https://api.db.nomics.world/v22/series/FAO/QCL/1.1127.5320,all_qcl_area_codes_from_metadata,candidate_validation_scope,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,1,Armenia,1141,"Meat of rabbits and hares, fresh or chilled",1.1141.5320,https://api.db.nomics.world/v22/series/FAO/QCL/1.1141.5320,all_qcl_area_codes_from_metadata,candidate_validation_scope,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,867,"Meat of cattle with the bone, fresh or chilled",2.867.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.867.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,947,"Meat of buffalo, fresh or chilled",2.947.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.947.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,977,"Meat of sheep, fresh or chilled",2.977.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.977.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1017,"Meat of goat, fresh or chilled",2.1017.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1017.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1035,"Meat of pig with the bone, fresh or chilled",2.1035.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1035.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1058,"Meat of chickens, fresh or chilled",2.1058.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1058.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1069,"Meat of ducks, fresh or chilled",2.1069.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1069.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1073,"Meat of geese, fresh or chilled",2.1073.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1073.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1080,"Meat of turkeys, fresh or chilled",2.1080.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1080.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1097,"Horse meat, fresh or chilled",2.1097.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1097.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1108,"Meat of asses, fresh or chilled",2.1108.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1108.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1111,"Meat of mules, fresh or chilled",2.1111.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1111.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1127,"Meat of camels, fresh or chilled",2.1127.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1127.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,2,Afghanistan,1141,"Meat of rabbits and hares, fresh or chilled",2.1141.5320,https://api.db.nomics.world/v22/series/FAO/QCL/2.1141.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,867,"Meat of cattle with the bone, fresh or chilled",3.867.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.867.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,947,"Meat of buffalo, fresh or chilled",3.947.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.947.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,977,"Meat of sheep, fresh or chilled",3.977.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.977.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1017,"Meat of goat, fresh or chilled",3.1017.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1017.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1035,"Meat of pig with the bone, fresh or chilled",3.1035.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1035.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1058,"Meat of chickens, fresh or chilled",3.1058.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1058.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1069,"Meat of ducks, fresh or chilled",3.1069.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1069.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1073,"Meat of geese, fresh or chilled",3.1073.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1073.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1080,"Meat of turkeys, fresh or chilled",3.1080.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1080.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1097,"Horse meat, fresh or chilled",3.1097.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1097.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1108,"Meat of asses, fresh or chilled",3.1108.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1108.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1111,"Meat of mules, fresh or chilled",3.1111.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1111.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1127,"Meat of camels, fresh or chilled",3.1127.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1127.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,3,Albania,1141,"Meat of rabbits and hares, fresh or chilled",3.1141.5320,https://api.db.nomics.world/v22/series/FAO/QCL/3.1141.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,867,"Meat of cattle with the bone, fresh or chilled",4.867.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.867.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,947,"Meat of buffalo, fresh or chilled",4.947.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.947.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,977,"Meat of sheep, fresh or chilled",4.977.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.977.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1017,"Meat of goat, fresh or chilled",4.1017.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1017.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1035,"Meat of pig with the bone, fresh or chilled",4.1035.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1035.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1058,"Meat of chickens, fresh or chilled",4.1058.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1058.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1069,"Meat of ducks, fresh or chilled",4.1069.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1069.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1073,"Meat of geese, fresh or chilled",4.1073.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1073.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1080,"Meat of turkeys, fresh or chilled",4.1080.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1080.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1097,"Horse meat, fresh or chilled",4.1097.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1097.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1108,"Meat of asses, fresh or chilled",4.1108.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1108.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1111,"Meat of mules, fresh or chilled",4.1111.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1111.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1127,"Meat of camels, fresh or chilled",4.1127.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1127.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,4,Algeria,1141,"Meat of rabbits and hares, fresh or chilled",4.1141.5320,https://api.db.nomics.world/v22/series/FAO/QCL/4.1141.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,7,Angola,867,"Meat of cattle with the bone, fresh or chilled",7.867.5320,https://api.db.nomics.world/v22/series/FAO/QCL/7.867.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,7,Angola,947,"Meat of buffalo, fresh or chilled",7.947.5320,https://api.db.nomics.world/v22/series/FAO/QCL/7.947.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
